X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-79.4015961,43.7219734,100044,GO-2017277104,2017-02-13T22:23:00.000Z,2017-02-13T22:24:00.000Z,Commercial,1610,210,Robbery - Business,2017,February,13,44,Monday    ,22,2017,February,13,44,Monday    ,22,Robbery,D53,103,Lawrence Park South (103),-79.4015961,43.7219734,100353
-79.3779221,43.7217369,100615,GO-20171193303,2017-07-04T10:18:00.000Z,2017-07-04T10:18:00.000Z,Other,1420,100,Assault With Weapon,2017,July,4,185,Tuesday   ,10,2017,July,4,185,Tuesday   ,10,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,100522
-79.3658447,43.716217,100166,GO-20161302386,2016-07-24T21:54:00.000Z,2016-07-24T21:54:00.000Z,Outside,1610,200,Robbery - Mugging,2016,July,24,206,Sunday    ,21,2016,July,24,206,Sunday    ,21,Robbery,D53,56,Leaside-Bennington (56),-79.3658447,43.716217,100671
-79.3598251,43.7146072,100922,GO-20161698003,2016-09-23T23:30:00.000Z,2016-09-24T02:05:00.000Z,Outside,1610,100,Robbery With Weapon,2016,September,24,268,Saturday  ,2,2016,September,23,267,Friday    ,23,Robbery,D53,55,Thorncliffe Park (55),-79.3598251,43.7146072,100726
-79.4024048,43.7149925,121990,GO-20171902884,2017-10-20T08:20:00.000Z,2017-10-20T20:30:00.000Z,House,2120,200,B&E,2017,October,20,293,Friday    ,20,2017,October,20,293,Friday    ,8,Break and Enter,D53,103,Lawrence Park South (103),-79.4024048,43.7149925,121456
-79.379493699999983,43.7237129,121722,GO-20171902708,2016-03-01T00:01:00.000Z,2017-10-20T19:55:00.000Z,House,2130,210,Theft Over,2017,October,20,293,Friday    ,19,2016,March,1,61,Tuesday   ,0,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3794937,43.7237129,121499
-79.3714752,43.7216835,121567,GO-20171799396,2017-10-04T10:55:00.000Z,2017-10-04T14:09:00.000Z,Other,1430,100,Assault,2017,October,4,277,Wednesday ,14,2017,October,4,277,Wednesday ,10,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3714752,43.7216835,121631
-79.4008484,43.718338,124201,GO-20173089562,2017-11-28T11:45:00.000Z,2017-11-28T17:00:00.000Z,Apartment,1430,100,Assault,2017,November,28,332,Tuesday   ,17,2017,November,28,332,Tuesday   ,11,Assault,D53,103,Lawrence Park South (103),-79.4008484,43.718338,124017
-79.3779831,43.7160759,124064,GO-20171942204,2017-10-26T22:00:00.000Z,2017-10-26T22:08:00.000Z,Apartment,1430,100,Assault,2017,October,26,299,Thursday  ,22,2017,October,26,299,Thursday  ,22,Assault,D53,56,Leaside-Bennington (56),-79.3779831,43.7160759,124964
-79.387443499999989,43.7215919,126501,GO-20161047320,2016-06-16T01:30:00.000Z,2016-06-16T08:20:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,June,16,168,Thursday  ,8,2016,June,16,168,Thursday  ,1,Auto Theft,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3874435,43.7215919,126016
-79.3843079,43.7189102,126919,GO-20161492933,2016-08-23T00:01:00.000Z,2016-08-23T13:05:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,August,23,236,Tuesday   ,13,2016,August,23,236,Tuesday   ,0,Auto Theft,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3843079,43.7189102,126276
-79.387443499999989,43.7215919,126500,GO-20161047320,2016-06-16T01:30:00.000Z,2016-06-16T08:20:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,June,16,168,Thursday  ,8,2016,June,16,168,Thursday  ,1,Auto Theft,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3874435,43.7215919,127000
-79.3953247,43.7213516,123569,GO-20173091448,2017-11-28T08:00:00.000Z,2017-11-29T14:30:00.000Z,House,2120,200,B&E,2017,November,29,333,Wednesday ,14,2017,November,28,332,Tuesday   ,8,Break and Enter,D53,103,Lawrence Park South (103),-79.3953247,43.7213516,123196
-79.4031754,43.7239914,123666,GO-20171337123,2017-07-25T09:00:00.000Z,2017-07-25T18:31:00.000Z,Apartment,1430,100,Assault,2017,July,25,206,Tuesday   ,18,2017,July,25,206,Tuesday   ,9,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,123300
-79.3779221,43.7217369,123905,GO-20171638902,2017-09-10T08:30:00.000Z,2017-09-10T08:51:00.000Z,Other,1420,100,Assault With Weapon,2017,September,10,253,Sunday    ,8,2017,September,10,253,Sunday    ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,123348
-79.3779221,43.7217369,123906,GO-20171638902,2017-09-10T08:30:00.000Z,2017-09-10T08:51:00.000Z,Other,1430,100,Assault,2017,September,10,253,Sunday    ,8,2017,September,10,253,Sunday    ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,123356
-79.4001083,43.7149506,123240,GO-20173209499,2017-12-16T17:15:00.000Z,2017-12-16T17:43:00.000Z,Commercial,1430,100,Assault,2017,December,16,350,Saturday  ,17,2017,December,16,350,Saturday  ,17,Assault,D53,99,Mount Pleasant East (99),-79.4001083,43.7149506,123394
-79.3602753,43.7185898,130212,GO-20171978174,2017-10-31T22:00:00.000Z,2017-11-01T13:23:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,November,1,305,Wednesday ,13,2017,October,31,304,Tuesday   ,22,Auto Theft,D53,56,Leaside-Bennington (56),-79.3602753,43.7185898,130019
-79.3978806,43.7242775,130348,GO-20173225140,2017-12-18T22:00:00.000Z,2017-12-19T07:31:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,19,353,Tuesday   ,7,2017,December,18,352,Monday    ,22,Auto Theft,D53,103,Lawrence Park South (103),-79.3978806,43.7242775,130196
-79.3978806,43.7242775,130349,GO-20173225140,2017-12-18T22:00:00.000Z,2017-12-19T07:31:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,December,19,353,Tuesday   ,7,2017,December,18,352,Monday    ,22,Auto Theft,D53,103,Lawrence Park South (103),-79.3978806,43.7242775,130197
-79.3898773,43.7246017,122763,GO-20173042550,2017-11-21T08:30:00.000Z,2017-11-21T18:49:00.000Z,House,2120,200,B&E,2017,November,21,325,Tuesday   ,18,2017,November,21,325,Tuesday   ,8,Break and Enter,D53,103,Lawrence Park South (103),-79.3898773,43.7246017,122081
-79.4018097,43.7231064,122070,GO-20171213254,2017-07-07T03:42:00.000Z,2017-07-07T03:42:00.000Z,Other,2120,200,B&E,2017,July,7,188,Friday    ,3,2017,July,7,188,Friday    ,3,Break and Enter,D53,103,Lawrence Park South (103),-79.4018097,43.7231064,122361
-79.3767395,43.7163391,122513,GO-20171008699,2017-04-01T12:00:00.000Z,2017-06-07T09:55:00.000Z,House,2130,210,Theft Over,2017,June,7,158,Wednesday ,9,2017,April,1,91,Saturday  ,12,Theft Over,D53,56,Leaside-Bennington (56),-79.3767395,43.7163391,122392
-79.3634796,43.7170219,122519,GO-20171453757,2017-08-09T21:15:00.000Z,2017-08-12T14:33:00.000Z,Other,2120,200,B&E,2017,August,12,224,Saturday  ,14,2017,August,9,221,Wednesday ,21,Break and Enter,D53,56,Leaside-Bennington (56),-79.3634796,43.7170219,122424
-79.3779221,43.7217369,122452,GO-20171904170,2017-10-21T01:21:00.000Z,2017-10-21T05:34:00.000Z,Other,1460,100,Assault Peace Officer,2017,October,21,294,Saturday  ,5,2017,October,21,294,Saturday  ,1,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,122716
-79.3623199,43.7140923,128471,GO-2017492430,2017-03-17T16:00:00.000Z,2017-03-19T22:21:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,March,19,78,Sunday    ,22,2017,March,17,76,Friday    ,16,Auto Theft,D53,56,Leaside-Bennington (56),-79.3623199,43.7140923,128083
-79.391037,43.7202415,131877,GO-20181468300,2018-08-10T05:40:00.000Z,2018-08-10T06:11:00.000Z,House,2120,200,B&E,2018,August,10,222,Friday    ,6,2018,August,10,222,Friday    ,5,Break and Enter,D53,103,Lawrence Park South (103),-79.391037,43.7202415,131086
-79.3601761,43.7154884,131434,GO-2018851151,2018-05-11T18:30:00.000Z,2018-05-11T18:30:00.000Z,Apartment,1460,110,Disarming Peace/Public Officer,2018,May,11,131,Friday    ,18,2018,May,11,131,Friday    ,18,Assault,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,131308
-79.3819199,43.7241402,131369,GO-2019336415,2019-02-22T11:30:00.000Z,2019-02-22T14:26:00.000Z,House,2120,200,B&E,2019,February,22,53,Friday    ,14,2019,February,22,53,Friday    ,11,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3819199,43.7241402,131541
-79.389328,43.7205696,132302,GO-2019859226,2019-05-11T18:36:00.000Z,2019-05-11T19:28:00.000Z,Other,2120,200,B&E,2019,May,11,131,Saturday  ,19,2019,May,11,131,Saturday  ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.389328,43.7205696,132116
-79.3988724,43.7220459,132768,GO-201985935,2019-01-14T14:30:00.000Z,2019-01-14T18:55:00.000Z,House,2120,200,B&E,2019,January,14,14,Monday    ,18,2019,January,14,14,Monday    ,14,Break and Enter,D53,103,Lawrence Park South (103),-79.3988724,43.7220459,132309
-79.3797073,43.7246208,132798,GO-2019222675,2019-02-04T16:58:00.000Z,2019-02-04T16:58:00.000Z,Outside,1420,100,Assault With Weapon,2019,February,4,35,Monday    ,16,2019,February,4,35,Monday    ,16,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3797073,43.7246208,132339
-79.4004822,43.71661,133998,GO-2019481376,2019-03-16T20:09:00.000Z,2019-03-16T20:09:00.000Z,Outside,1420,100,Assault With Weapon,2019,March,16,75,Saturday  ,20,2019,March,16,75,Saturday  ,20,Assault,D53,103,Lawrence Park South (103),-79.4004822,43.71661,133223
-79.400444,43.7163773,133882,GO-20191119067,2019-06-17T12:00:00.000Z,2019-06-17T12:10:00.000Z,Outside,1430,100,Assault,2019,June,17,168,Monday    ,12,2019,June,17,168,Monday    ,12,Assault,D53,103,Lawrence Park South (103),-79.400444,43.7163773,133681
-79.400444,43.7163773,133883,GO-20191119067,2019-06-17T12:00:00.000Z,2019-06-17T12:10:00.000Z,Outside,1430,100,Assault,2019,June,17,168,Monday    ,12,2019,June,17,168,Monday    ,12,Assault,D53,103,Lawrence Park South (103),-79.400444,43.7163773,133682
-79.3849792,43.724556,133193,GO-20182210858,2018-12-01T18:12:00.000Z,2018-12-01T19:54:00.000Z,House,2120,200,B&E,2018,December,1,335,Saturday  ,19,2018,December,1,335,Saturday  ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3849792,43.724556,133860
-79.3603592,43.715976699999985,125254,GO-20161253272,2016-07-16T22:00:00.000Z,2016-07-17T10:10:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,July,17,199,Sunday    ,10,2016,July,16,198,Saturday  ,22,Auto Theft,D53,56,Leaside-Bennington (56),-79.3603592,43.7159767,125060
-79.4000397,43.7145691,125991,GO-2016132386,2016-01-22T18:00:00.000Z,2016-01-23T08:37:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2016,January,23,23,Saturday  ,8,2016,January,22,22,Friday    ,18,Auto Theft,D53,103,Lawrence Park South (103),-79.4000397,43.7145691,125211
-79.4000397,43.7145691,125992,GO-2016132386,2016-01-22T18:00:00.000Z,2016-01-23T08:37:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,2016,January,23,23,Saturday  ,8,2016,January,22,22,Friday    ,18,Auto Theft,D53,103,Lawrence Park South (103),-79.4000397,43.7145691,125212
-79.3970032,43.7162132,125855,GO-20161800979,2016-10-09T23:30:00.000Z,2016-10-10T08:01:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2016,October,10,284,Monday    ,8,2016,October,9,283,Sunday    ,23,Auto Theft,D53,99,Mount Pleasant East (99),-79.3970032,43.7162132,125793
-79.400444,43.7163773,134244,GO-201862565,2018-01-11T04:29:00.000Z,2018-01-11T04:29:00.000Z,Commercial,2120,200,B&E,2018,January,11,11,Thursday  ,4,2018,January,11,11,Thursday  ,4,Break and Enter,D53,99,Mount Pleasant East (99),-79.400444,43.7163773,134883
-79.3896027,43.7235832,136713,GO-2018365022,2018-02-26T18:30:00.000Z,2018-02-26T18:53:00.000Z,House,2120,200,B&E,2018,February,26,57,Monday    ,18,2018,February,26,57,Monday    ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.3896027,43.7235832,136295
-79.3970032,43.7162132,135012,GO-201951749,2019-01-08T19:45:00.000Z,2019-01-09T12:41:00.000Z,House,2120,200,B&E,2019,January,9,9,Wednesday ,12,2019,January,8,8,Tuesday   ,19,Break and Enter,D53,99,Mount Pleasant East (99),-79.3970032,43.7162132,135378
-79.3884354,43.7190514,135729,GO-20181311020,2018-07-18T13:17:00.000Z,2018-07-18T13:17:00.000Z,Outside,1430,100,Assault,2018,July,18,199,Wednesday ,13,2018,July,18,199,Wednesday ,13,Assault,D53,99,Mount Pleasant East (99),-79.3884354,43.7190514,135626
-79.3718338,43.7179604,138473,GO-2019181125,2019-01-26T13:00:00.000Z,2019-01-29T13:37:00.000Z,Other,1430,100,Assault,2019,January,29,29,Tuesday   ,13,2019,January,26,26,Saturday  ,13,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3718338,43.7179604,138082
-79.3926697,43.714984899999983,138520,GO-20191398335,2019-07-25T10:50:00.000Z,2019-07-25T13:16:00.000Z,Outside,1430,100,Assault,2019,July,25,206,Thursday  ,13,2019,July,25,206,Thursday  ,10,Assault,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,138227
-79.4031754,43.7239914,118239,GO-20161871803,2016-10-21T08:50:00.000Z,2016-10-21T13:02:00.000Z,Outside,1430,100,Assault,2016,October,21,295,Friday    ,13,2016,October,21,295,Friday    ,8,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,118293
-79.4015961,43.7219734,141369,GO-20192048114,2019-10-22T16:30:00.000Z,2019-10-23T17:24:00.000Z,Apartment,1430,100,Assault,2019,October,23,296,Wednesday ,17,2019,October,22,295,Tuesday   ,16,Assault,D53,103,Lawrence Park South (103),-79.4015961,43.7219734,141088
-79.3971252,43.7155685,141209,GO-20192459020,2019-12-20T17:00:00.000Z,2019-12-22T10:09:00.000Z,House,2120,220,B&E W'Intent,2019,December,22,356,Sunday    ,10,2019,December,20,354,Friday    ,17,Break and Enter,D53,99,Mount Pleasant East (99),-79.3971252,43.7155685,141181
-79.4002304,43.7154579,141952,GO-20192100366,2019-10-31T01:14:00.000Z,2019-10-31T01:14:00.000Z,Commercial,2120,200,B&E,2019,October,31,304,Thursday  ,1,2019,October,31,304,Thursday  ,1,Break and Enter,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,141337
-79.3598251,43.7146072,141679,GO-20191930191,2019-10-06T23:00:00.000Z,2019-10-06T23:00:00.000Z,Apartment,1430,100,Assault,2019,October,6,279,Sunday    ,23,2019,October,6,279,Sunday    ,23,Assault,D53,56,Leaside-Bennington (56),-79.3598251,43.7146072,141475
-79.3861618,43.7184792,140739,GO-20192104270,2019-10-31T15:35:00.000Z,2019-10-31T15:35:00.000Z,Apartment,2120,200,B&E,2019,October,31,304,Thursday  ,15,2019,October,31,304,Thursday  ,15,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3861618,43.7184792,140172
-79.4031754,43.7239914,140505,GO-2019654945,2019-04-11T16:11:00.000Z,2019-04-11T16:11:00.000Z,Apartment,1430,100,Assault,2019,April,11,101,Thursday  ,16,2019,April,11,101,Thursday  ,16,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,140244
-79.3779221,43.7217369,140324,GO-20191365343,2019-07-20T21:23:00.000Z,2019-07-20T23:31:00.000Z,Outside,1430,100,Assault,2019,July,20,201,Saturday  ,23,2019,July,20,201,Saturday  ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,140609
-79.4000397,43.7145691,140931,GO-20192245157,2019-11-21T01:48:00.000Z,2019-11-21T01:48:00.000Z,Commercial,2120,200,B&E,2019,November,21,325,Thursday  ,1,2019,November,21,325,Thursday  ,1,Break and Enter,D53,99,Mount Pleasant East (99),-79.4000397,43.7145691,140702
-79.3598251,43.7146072,137231,GO-20182065513,2018-11-09T03:44:00.000Z,2018-11-09T03:44:00.000Z,Apartment,1430,100,Assault,2018,November,9,313,Friday    ,3,2018,November,9,313,Friday    ,3,Assault,D53,56,Leaside-Bennington (56),-79.3598251,43.7146072,137037
-79.3601761,43.7154884,137009,GO-2018851151,2018-05-11T18:30:00.000Z,2018-05-11T18:30:00.000Z,Apartment,1461,100,Assault Peace Officer Wpn/Cbh,2018,May,11,131,Friday    ,18,2018,May,11,131,Friday    ,18,Assault,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,137264
-79.3601761,43.7154884,137010,GO-2018851151,2018-05-11T18:30:00.000Z,2018-05-11T18:30:00.000Z,Apartment,1461,100,Assault Peace Officer Wpn/Cbh,2018,May,11,131,Friday    ,18,2018,May,11,131,Friday    ,18,Assault,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,137279
-79.379715,43.7196388,137482,GO-2019123223,2019-01-19T13:00:00.000Z,2019-01-20T14:43:00.000Z,House,2120,200,B&E,2019,January,20,20,Sunday    ,14,2019,January,19,19,Saturday  ,13,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.379715,43.7196388,137739
-79.365135200000012,43.7144508,144819,GO-20192277545,2019-11-25T07:15:00.000Z,2019-11-26T10:17:00.000Z,House,2120,200,B&E,2019,November,26,330,Tuesday   ,10,2019,November,25,329,Monday    ,7,Break and Enter,D53,56,Leaside-Bennington (56),-79.3651352,43.7144508,144287
-79.369491600000018,43.7154655,144731,GO-20191798005,2019-09-15T20:16:00.000Z,2019-09-18T20:16:00.000Z,House,1430,100,Assault,2019,September,18,261,Wednesday ,20,2019,September,15,258,Sunday    ,20,Assault,D53,56,Leaside-Bennington (56),-79.3694916,43.7154655,144694
-79.3796234,43.7243309,144992,GO-201888952,2018-01-14T18:30:00.000Z,2018-01-15T15:47:00.000Z,Other,2120,200,B&E,2018,January,15,15,Monday    ,15,2018,January,14,14,Sunday    ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3796234,43.7243309,144757
-79.4018097,43.7231064,146702,GO-2018886793,2018-05-17T03:00:00.000Z,2018-05-17T03:00:00.000Z,Outside,1610,100,Robbery With Weapon,2018,May,17,137,Thursday  ,3,2018,May,17,137,Thursday  ,3,Robbery,D53,103,Lawrence Park South (103),-79.4018097,43.7231064,146128
-79.3861618,43.7184792,146416,GO-20182300407,2018-12-15T18:57:00.000Z,2018-12-15T19:07:00.000Z,House,2120,200,B&E,2018,December,15,349,Saturday  ,19,2018,December,15,349,Saturday  ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3861618,43.7184792,146352
-79.4001083,43.7149506,146423,GO-201942228,2019-01-08T02:41:00.000Z,2019-01-08T03:10:00.000Z,Commercial,2120,200,B&E,2019,January,8,8,Tuesday   ,3,2019,January,8,8,Tuesday   ,2,Break and Enter,D53,103,Lawrence Park South (103),-79.4001083,43.7149506,146477
-79.3691864,43.7179527,147536,GO-20181604756,2018-08-27T10:28:00.000Z,2018-08-30T11:00:00.000Z,Other,1430,100,Assault,2018,August,30,242,Thursday  ,11,2018,August,27,239,Monday    ,10,Assault,D53,56,Leaside-Bennington (56),-79.3691864,43.7179527,147402
-79.3598251,43.7146072,147716,GO-20181000607,2018-05-31T20:45:00.000Z,2018-06-02T20:21:00.000Z,Outside,1430,100,Assault,2018,June,2,153,Saturday  ,20,2018,May,31,151,Thursday  ,20,Assault,D53,55,Thorncliffe Park (55),-79.3598251,43.7146072,147487
-79.4012604,43.7194862,145010,GO-201863576,2018-01-07T03:33:00.000Z,2018-01-07T23:24:00.000Z,Other,1430,100,Assault,2018,January,7,7,Sunday    ,23,2018,January,7,7,Sunday    ,3,Assault,D53,103,Lawrence Park South (103),-79.4012604,43.7194862,145164
-79.3885422,43.721489,145554,GO-20181517706,2018-08-15T08:00:00.000Z,2018-08-17T13:14:00.000Z,House,2130,210,Theft Over,2018,August,17,229,Friday    ,13,2018,August,15,227,Wednesday ,8,Theft Over,D53,103,Lawrence Park South (103),-79.3885422,43.721489,145886
-79.4006271,43.7172546,143614,GO-20191124917,2019-06-18T04:43:00.000Z,2019-06-18T04:43:00.000Z,Commercial,2120,200,B&E,2019,June,18,169,Tuesday   ,4,2019,June,18,169,Tuesday   ,4,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,143018
-79.3926697,43.714984899999983,143103,GO-20182348725,2018-12-23T15:40:00.000Z,2018-12-23T20:10:00.000Z,Apartment,1430,100,Assault,2018,December,23,357,Sunday    ,20,2018,December,23,357,Sunday    ,15,Assault,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,143497
-79.3838654,43.7217255,143116,GO-2019204284,2019-02-01T20:14:00.000Z,2019-02-01T22:09:00.000Z,House,2120,200,B&E,2019,February,1,32,Friday    ,22,2019,February,1,32,Friday    ,20,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3838654,43.7217255,143916
-79.365486100000012,43.7153282,139414,GO-2018133,2018-01-01T00:00:00.000Z,2018-01-02T21:20:00.000Z,House,1430,100,Assault,2018,January,2,2,Tuesday   ,21,2018,January,1,1,Monday    ,0,Assault,D53,56,Leaside-Bennington (56),-79.3654861,43.7153282,139316
-79.3779221,43.7217369,139464,GO-2019361737,2019-01-12T16:43:00.000Z,2019-02-26T13:11:00.000Z,Other,1430,100,Assault,2019,February,26,57,Tuesday   ,13,2019,January,12,12,Saturday  ,16,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,139366
-79.4000397,43.7145691,139486,GO-20182148587,2018-11-22T03:50:00.000Z,2018-11-22T04:13:00.000Z,Commercial,2120,200,B&E,2018,November,22,326,Thursday  ,4,2018,November,22,326,Thursday  ,3,Break and Enter,D53,99,Mount Pleasant East (99),-79.4000397,43.7145691,139388
-79.379493699999983,43.7237129,153104,GO-20181125222,2018-06-20T14:00:00.000Z,2018-06-20T23:17:00.000Z,Outside,1430,100,Assault,2018,June,20,171,Wednesday ,23,2018,June,20,171,Wednesday ,14,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3794937,43.7237129,153144
-79.4002304,43.7154579,153157,GO-20191311553,2019-07-13T15:07:00.000Z,2019-07-13T15:07:00.000Z,Outside,1430,100,Assault,2019,July,13,194,Saturday  ,15,2019,July,13,194,Saturday  ,15,Assault,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,153326
-79.4004822,43.71661,149170,GO-20182275000,2018-12-11T20:40:00.000Z,2018-12-11T21:24:00.000Z,Outside,2132,200,Theft From Motor Vehicle Over,2018,December,11,345,Tuesday   ,21,2018,December,11,345,Tuesday   ,20,Theft Over,D53,103,Lawrence Park South (103),-79.4004822,43.71661,149910
-79.3592606,43.717308,148495,GO-2019603846,2019-04-03T22:30:00.000Z,2019-04-04T11:28:00.000Z,House,2120,200,B&E,2019,April,4,94,Thursday  ,11,2019,April,3,93,Wednesday ,22,Break and Enter,D53,56,Leaside-Bennington (56),-79.3592606,43.717308,148602
-79.4006271,43.7172546,148961,GO-20191381116,2019-07-23T04:36:00.000Z,2019-07-23T07:06:00.000Z,Commercial,2120,200,B&E,2019,July,23,204,Tuesday   ,7,2019,July,23,204,Tuesday   ,4,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,148961
-79.3943558,43.7237091,129548,GO-201737011,2017-01-07T02:59:00.000Z,2017-01-07T04:28:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,January,7,7,Saturday  ,4,2017,January,7,7,Saturday  ,2,Auto Theft,D53,103,Lawrence Park South (103),-79.3943558,43.7237091,129303
-79.4024048,43.7149925,129589,GO-2016537171,2016-03-30T07:30:00.000Z,2016-03-30T08:09:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,March,30,90,Wednesday ,8,2016,March,30,90,Wednesday ,7,Auto Theft,D53,103,Lawrence Park South (103),-79.4024048,43.7149925,129344
-79.3819199,43.7241402,129656,GO-2016763183,2016-05-04T09:50:00.000Z,2016-05-04T11:41:00.000Z,House,2135,210,Theft Of Motor Vehicle,2016,May,4,125,Wednesday ,11,2016,May,4,125,Wednesday ,9,Auto Theft,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3819199,43.7241402,129726
-79.3953247,43.7213516,129846,GO-20171950650,2017-10-27T22:00:00.000Z,2017-10-28T06:51:00.000Z,Outside,2135,210,Theft Of Motor Vehicle,2017,October,28,301,Saturday  ,6,2017,October,27,300,Friday    ,22,Auto Theft,D53,103,Lawrence Park South (103),-79.3953247,43.7213516,129864
-79.3623199,43.7140923,129259,GO-20173015382,2017-11-16T18:00:00.000Z,2017-11-17T13:39:00.000Z,House,2135,210,Theft Of Motor Vehicle,2017,November,17,321,Friday    ,13,2017,November,16,320,Thursday  ,18,Auto Theft,D53,56,Leaside-Bennington (56),-79.3623199,43.7140923,129959
-79.399070699999982,43.7182198,152399,GO-2018781402,2018-05-01T18:51:00.000Z,2018-05-01T18:51:00.000Z,Outside,1610,220,Robbery - Other,2018,May,1,121,Tuesday   ,18,2018,May,1,121,Tuesday   ,18,Robbery,D53,103,Lawrence Park South (103),-79.3990707,43.7182198,152229
-79.3598251,43.7146072,152863,GO-2018963412,2018-05-28T17:20:00.000Z,2018-05-28T17:24:00.000Z,Apartment,1430,100,Assault,2018,May,28,148,Monday    ,17,2018,May,28,148,Monday    ,17,Assault,D53,56,Leaside-Bennington (56),-79.3598251,43.7146072,152432
-79.3779221,43.7217369,150462,GO-2018640746,2018-04-09T12:00:00.000Z,2018-04-10T10:34:00.000Z,Other,2130,210,Theft Over,2018,April,10,100,Tuesday   ,10,2018,April,9,99,Monday    ,12,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,150386
-79.3949432,43.7203979,150136,GO-2018103942,2018-01-17T14:30:00.000Z,2018-01-17T15:24:00.000Z,House,2120,200,B&E,2018,January,17,17,Wednesday ,15,2018,January,17,17,Wednesday ,14,Break and Enter,D53,103,Lawrence Park South (103),-79.3949432,43.7203979,150562
-79.4027939,43.7159157,150339,GO-2018500942,2018-03-19T15:45:00.000Z,2018-03-19T22:44:00.000Z,House,2120,200,B&E,2018,March,19,78,Monday    ,22,2018,March,19,78,Monday    ,15,Break and Enter,D53,103,Lawrence Park South (103),-79.4027939,43.7159157,150663
-79.4000397,43.7145691,158873,GO-20182167851,2018-11-25T02:39:00.000Z,2018-11-25T02:59:00.000Z,Commercial,2120,220,B&E W'Intent,2018,November,25,329,Sunday    ,2,2018,November,25,329,Sunday    ,2,Break and Enter,D53,99,Mount Pleasant East (99),-79.4000397,43.7145691,158083
-79.400444,43.7163773,158754,GO-20182075093,2018-11-10T15:24:00.000Z,2018-11-10T15:24:00.000Z,Commercial,1480,100,Assault - Resist/ Prevent Seiz,2018,November,10,314,Saturday  ,15,2018,November,10,314,Saturday  ,15,Assault,D53,99,Mount Pleasant East (99),-79.400444,43.7163773,158863
