X,Y,Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-79.4031754,43.7239914,76427,GO-20171062113,2017-06-14T09:00:00.000Z,2017-06-14T21:14:00.000Z,Apartment,1430,100,Assault,2017,June,14,165,Wednesday ,21,2017,June,14,165,Wednesday ,9,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,76032
-79.4020309,43.7141457,76437,GO-20171263457,2017-07-14T16:00:00.000Z,2017-07-14T16:17:00.000Z,Outside,1430,100,Assault,2017,July,14,195,Friday    ,16,2017,July,14,195,Friday    ,16,Assault,D53,103,Lawrence Park South (103),-79.4020309,43.7141457,76042
-79.4002304,43.7154579,76297,GO-2017298512,2017-02-17T01:47:00.000Z,2017-02-17T10:12:00.000Z,Commercial,2120,200,B&E,2017,February,17,48,Friday    ,10,2017,February,17,48,Friday    ,1,Break and Enter,D53,99,Mount Pleasant East (99),-79.4002304,43.7154579,76430
-79.3973312,43.7228928,76387,GO-2017858288,2017-05-15T15:30:00.000Z,2017-05-16T08:40:00.000Z,House,2120,200,B&E,2017,May,16,136,Tuesday   ,8,2017,May,15,135,Monday    ,15,Break and Enter,D53,103,Lawrence Park South (103),-79.3973312,43.7228928,76910
-79.4018402,43.72346120000001,76068,GO-2017983367,2017-04-27T09:00:00.000Z,2017-06-03T12:01:00.000Z,Apartment,1430,100,Assault,2017,June,3,154,Saturday  ,12,2017,April,27,117,Thursday  ,9,Assault,D53,103,Lawrence Park South (103),-79.4018402,43.7234612,76968
-79.3731689,43.7237663,83752,GO-20171738276,2017-09-19T18:15:00.000Z,2017-09-25T06:49:00.000Z,Commercial,2120,200,B&E,2017,September,25,268,Monday    ,6,2017,September,19,262,Tuesday   ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3731689,43.7237663,83424
-79.3838654,43.7217255,83923,GO-2017844385,2017-05-10T11:00:00.000Z,2017-05-13T16:14:00.000Z,House,2120,200,B&E,2017,May,13,133,Saturday  ,16,2017,May,10,130,Wednesday ,11,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3838654,43.7217255,83693
-79.4018402,43.72346120000001,69538,GO-2017983367,2017-04-27T09:00:00.000Z,2017-06-03T12:01:00.000Z,Apartment,2120,210,Unlawfully In Dwelling-House,2017,June,3,154,Saturday  ,12,2017,April,27,117,Thursday  ,9,Break and Enter,D53,103,Lawrence Park South (103),-79.4018402,43.7234612,69838
-79.3849792,43.724556,77515,GO-20173204137,2017-12-15T19:09:00.000Z,2017-12-15T21:04:00.000Z,House,2120,220,B&E W'Intent,2017,December,15,349,Friday    ,21,2017,December,15,349,Friday    ,19,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3849792,43.724556,77491
-79.370353699999981,43.7143135,82350,GO-2017192610,2017-01-30T12:40:00.000Z,2017-01-31T11:40:00.000Z,Other,1430,100,Assault,2017,January,31,31,Tuesday   ,11,2017,January,30,30,Monday    ,12,Assault,D53,56,Leaside-Bennington (56),-79.3703537,43.7143135,82618
-79.370353699999981,43.7143135,86137,GO-201681131,2016-01-08T09:00:00.000Z,2016-01-15T11:29:00.000Z,Other,1430,100,Assault,2016,January,15,15,Friday    ,11,2016,January,8,8,Friday    ,9,Assault,D53,56,Leaside-Bennington (56),-79.3703537,43.7143135,86774
-79.370353699999981,43.7143135,86138,GO-201681131,2016-01-08T09:00:00.000Z,2016-01-15T11:29:00.000Z,Other,1430,100,Assault,2016,January,15,15,Friday    ,11,2016,January,8,8,Friday    ,9,Assault,D53,56,Leaside-Bennington (56),-79.3703537,43.7143135,86853
-79.370353699999981,43.7143135,86139,GO-201681131,2016-01-08T09:00:00.000Z,2016-01-15T11:29:00.000Z,Other,1430,100,Assault,2016,January,15,15,Friday    ,11,2016,January,8,8,Friday    ,9,Assault,D53,56,Leaside-Bennington (56),-79.3703537,43.7143135,86854
-79.4031754,43.7239914,81954,GO-2017991670,2017-06-04T17:56:00.000Z,2017-06-04T17:56:00.000Z,Apartment,1430,100,Assault,2017,June,4,155,Sunday    ,17,2017,June,4,155,Sunday    ,17,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,81553
-79.3833694,43.7180099,90292,GO-2016174029,2016-01-28T21:00:00.000Z,2016-01-29T20:34:00.000Z,House,2120,200,B&E,2016,January,29,29,Friday    ,20,2016,January,28,28,Thursday  ,21,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3833694,43.7180099,90201
-79.3835449,43.720897699999988,90513,GO-201640851,2016-01-07T21:16:00.000Z,2016-01-07T21:16:00.000Z,Apartment,1430,100,Assault,2016,January,7,7,Thursday  ,21,2016,January,7,7,Thursday  ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3835449,43.7208977,90419
-79.3835449,43.720897699999988,90514,GO-201640851,2016-01-07T21:16:00.000Z,2016-01-07T21:16:00.000Z,Apartment,1430,100,Assault,2016,January,7,7,Thursday  ,21,2016,January,7,7,Thursday  ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3835449,43.7208977,90420
-79.3835449,43.720897699999988,90515,GO-201640851,2016-01-07T21:16:00.000Z,2016-01-07T21:16:00.000Z,Apartment,1430,100,Assault,2016,January,7,7,Thursday  ,21,2016,January,7,7,Thursday  ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3835449,43.7208977,90421
-79.3936005,43.7169456,89852,GO-20171594373,2017-09-02T23:00:00.000Z,2017-09-03T10:13:00.000Z,House,2120,200,B&E,2017,September,3,246,Sunday    ,10,2017,September,2,245,Saturday  ,23,Break and Enter,D53,99,Mount Pleasant East (99),-79.3936005,43.7169456,89316
-79.3779221,43.7217369,89791,GO-2017464526,2017-03-09T21:00:00.000Z,2017-03-15T15:42:00.000Z,Other,1430,100,Assault,2017,March,15,74,Wednesday ,15,2017,March,9,68,Thursday  ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,89563
-79.3601761,43.7154884,87607,GO-2017461149,2017-03-05T19:00:00.000Z,2017-03-15T00:15:00.000Z,House,1430,100,Assault,2017,March,15,74,Wednesday ,0,2017,March,5,64,Sunday    ,19,Assault,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,87152
-79.3661804,43.717044799999989,87421,GO-20171981450,2017-11-01T23:00:00.000Z,2017-11-01T23:15:00.000Z,House,1430,100,Assault,2017,November,1,305,Wednesday ,23,2017,November,1,305,Wednesday ,23,Assault,D53,56,Leaside-Bennington (56),-79.3661804,43.7170448,87706
-79.3601761,43.7154884,88801,GO-2017715114,2017-04-23T18:30:00.000Z,2017-04-24T00:59:00.000Z,House,2120,200,B&E,2017,April,24,114,Monday    ,0,2017,April,23,113,Sunday    ,18,Break and Enter,D53,56,Leaside-Bennington (56),-79.3601761,43.7154884,88024
-79.3779221,43.7217369,88049,GO-2017971114,2017-05-29T12:00:00.000Z,2017-06-01T17:06:00.000Z,House,1430,100,Assault,2017,June,1,152,Thursday  ,17,2017,May,29,149,Monday    ,12,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,88168
-79.3959885,43.7229958,95949,GO-20171157710,2017-06-20T12:00:00.000Z,2017-06-28T18:12:00.000Z,House,2120,200,B&E,2017,June,28,179,Wednesday ,18,2017,June,20,171,Tuesday   ,12,Break and Enter,D53,103,Lawrence Park South (103),-79.3959885,43.7229958,95653
-79.3779221,43.7217369,95194,GO-201765882,2017-01-11T21:30:00.000Z,2017-01-11T21:36:00.000Z,Other,1460,100,Assault Peace Officer,2017,January,11,11,Wednesday ,21,2017,January,11,11,Wednesday ,21,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,95994
-79.4006271,43.7172546,92307,GO-2017842332,2017-05-12T23:00:00.000Z,2017-05-14T19:10:00.000Z,Commercial,2120,200,B&E,2017,May,14,134,Sunday    ,19,2017,May,12,132,Friday    ,23,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,92413
-79.3939209,43.7247925,93311,GO-2016378421,2016-03-01T00:01:00.000Z,2016-03-03T22:45:00.000Z,House,2120,200,B&E,2016,March,3,63,Thursday  ,22,2016,March,1,61,Tuesday   ,0,Break and Enter,D53,103,Lawrence Park South (103),-79.3939209,43.7247925,93123
-79.3986664,43.7230873,93291,GO-20171906141,2017-10-21T12:02:00.000Z,2017-10-21T12:02:00.000Z,Outside,1610,100,Robbery With Weapon,2017,October,21,294,Saturday  ,12,2017,October,21,294,Saturday  ,12,Robbery,D53,103,Lawrence Park South (103),-79.3986664,43.7230873,93399
-79.3986664,43.7230873,93480,GO-20171906141,2017-10-21T12:02:00.000Z,2017-10-21T12:02:00.000Z,Outside,1410,100,Aggravated Assault,2017,October,21,294,Saturday  ,12,2017,October,21,294,Saturday  ,12,Assault,D53,103,Lawrence Park South (103),-79.3986664,43.7230873,93487
-79.3779221,43.7217369,93490,GO-20172045675,2017-11-12T01:14:00.000Z,2017-11-12T01:14:00.000Z,Other,1430,100,Assault,2017,November,12,316,Sunday    ,1,2017,November,12,316,Sunday    ,1,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,93497
-79.3930588,43.7160378,97092,GO-20173135953,2017-12-04T21:00:00.000Z,2017-12-05T12:18:00.000Z,House,1430,100,Assault,2017,December,5,339,Tuesday   ,12,2017,December,4,338,Monday    ,21,Assault,D53,99,Mount Pleasant East (99),-79.3930588,43.7160378,97097
-79.4015961,43.7219734,97185,GO-2017687634,2017-04-17T16:20:00.000Z,2017-04-19T12:55:00.000Z,Apartment,2120,200,B&E,2017,April,19,109,Wednesday ,12,2017,April,17,107,Monday    ,16,Break and Enter,D53,103,Lawrence Park South (103),-79.4015961,43.7219734,97690
-79.3939209,43.7247925,85160,GO-20161491487,2016-08-23T01:00:00.000Z,2016-08-23T16:47:00.000Z,House,2120,200,B&E,2016,August,23,236,Tuesday   ,16,2016,August,23,236,Tuesday   ,1,Break and Enter,D53,103,Lawrence Park South (103),-79.3939209,43.7247925,85328
-79.3626709,43.714962,99745,GO-2016431399,2016-03-09T22:00:00.000Z,2016-03-12T14:07:00.000Z,House,2120,200,B&E,2016,March,12,72,Saturday  ,14,2016,March,9,69,Wednesday ,22,Break and Enter,D53,56,Leaside-Bennington (56),-79.3626709,43.714962,99651
-79.3796234,43.7243309,101781,GO-2017626019,2017-04-09T14:22:00.000Z,2017-04-09T14:32:00.000Z,Other,1430,100,Assault,2017,April,9,99,Sunday    ,14,2017,April,9,99,Sunday    ,14,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3796234,43.7243309,101189
-79.3779221,43.7217369,101564,GO-2017236400,2017-02-07T11:15:00.000Z,2017-02-07T11:57:00.000Z,Other,1430,100,Assault,2017,February,7,38,Tuesday   ,11,2017,February,7,38,Tuesday   ,11,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,101865
-79.3819199,43.7241402,102905,GO-20171078879,2017-06-17T08:00:00.000Z,2017-06-17T09:50:00.000Z,Commercial,1430,100,Assault,2017,June,17,168,Saturday  ,9,2017,June,17,168,Saturday  ,8,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3819199,43.7241402,102215
-79.391037,43.7202415,102505,GO-20171282216,2017-07-17T14:01:00.000Z,2017-07-17T14:01:00.000Z,House,2120,200,B&E,2017,July,17,198,Monday    ,14,2017,July,17,198,Monday    ,14,Break and Enter,D53,103,Lawrence Park South (103),-79.391037,43.7202415,102806
-79.3840866,43.7247581,102557,GO-20171450666,2017-08-11T08:30:00.000Z,2017-08-11T23:15:00.000Z,House,2120,200,B&E,2017,August,11,223,Friday    ,23,2017,August,11,223,Friday    ,8,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3840866,43.7247581,102859
-79.4015961,43.7219734,103112,GO-20171483314,2017-08-17T00:50:00.000Z,2017-08-17T00:52:00.000Z,Commercial,1610,210,Robbery - Business,2017,August,17,229,Thursday  ,0,2017,August,17,229,Thursday  ,0,Robbery,D53,103,Lawrence Park South (103),-79.4015961,43.7219734,103012
-79.381271400000017,43.721355399999986,103698,GO-20171218327,2017-07-01T17:00:00.000Z,2017-07-07T20:04:00.000Z,House,2120,200,B&E,2017,July,7,188,Friday    ,20,2017,July,1,182,Saturday  ,17,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3812714,43.7213554,103503
-79.3612061,43.717205,103709,GO-20171508306,2017-08-19T18:00:00.000Z,2017-08-20T23:24:00.000Z,House,2120,200,B&E,2017,August,20,232,Sunday    ,23,2017,August,19,231,Saturday  ,18,Break and Enter,D53,56,Leaside-Bennington (56),-79.3612061,43.717205,103513
-79.3926697,43.714984899999983,103435,GO-20171843238,2017-10-10T16:00:00.000Z,2017-10-11T14:22:00.000Z,Outside,1430,100,Assault,2017,October,11,284,Wednesday ,14,2017,October,10,283,Tuesday   ,16,Assault,D53,99,Mount Pleasant East (99),-79.3926697,43.7149849,103836
-79.3861618,43.7184792,108320,GO-2017611981,2017-02-01T00:00:00.000Z,2017-04-07T10:46:00.000Z,House,2130,210,Theft Over,2017,April,7,97,Friday    ,10,2017,February,1,32,Wednesday ,0,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3861618,43.7184792,108021
-79.3780899,43.7167206,108958,GO-201686148,2016-01-14T14:26:00.000Z,2016-01-15T13:30:00.000Z,Apartment,2120,200,B&E,2016,January,15,15,Friday    ,13,2016,January,14,14,Thursday  ,14,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3780899,43.7167206,108472
-79.3996201,43.7218094,108660,GO-20171550051,2017-08-27T09:35:00.000Z,2017-08-27T09:44:00.000Z,House,2120,200,B&E,2017,August,27,239,Sunday    ,9,2017,August,27,239,Sunday    ,9,Break and Enter,D53,103,Lawrence Park South (103),-79.3996201,43.7218094,108587
-79.3623199,43.7140923,108117,GO-20171498127,2017-08-19T09:05:00.000Z,2017-08-19T09:16:00.000Z,Commercial,1430,100,Assault,2017,August,19,231,Saturday  ,9,2017,August,19,231,Saturday  ,9,Assault,D53,55,Thorncliffe Park (55),-79.3623199,43.7140923,108751
-79.4002304,43.7154579,108753,GO-2017716139,2017-04-24T02:17:00.000Z,2017-04-24T02:17:00.000Z,Commercial,2120,200,B&E,2017,April,24,114,Monday    ,2,2017,April,24,114,Monday    ,2,Break and Enter,D53,99,Mount Pleasant East (99),-79.4002304,43.7154579,108953
-79.4008484,43.718338,107459,GO-20162272445,2016-12-23T18:01:00.000Z,2016-12-23T18:01:00.000Z,Apartment,1430,100,Assault,2016,December,23,358,Friday    ,18,2016,December,23,358,Friday    ,18,Assault,D53,103,Lawrence Park South (103),-79.4008484,43.718338,107170
-79.4011383,43.7195511,107495,GO-2017298198,2017-02-17T07:19:00.000Z,2017-02-17T08:39:00.000Z,Apartment,1420,110,Assault Bodily Harm,2017,February,17,48,Friday    ,8,2017,February,17,48,Friday    ,7,Assault,D53,103,Lawrence Park South (103),-79.4011383,43.7195511,107206
-79.4011383,43.7195511,107496,GO-2017298198,2017-02-17T07:19:00.000Z,2017-02-17T08:39:00.000Z,Apartment,1420,100,Assault With Weapon,2017,February,17,48,Friday    ,8,2017,February,17,48,Friday    ,7,Assault,D53,103,Lawrence Park South (103),-79.4011383,43.7195511,107207
-79.3849792,43.724556,107832,GO-20171177669,2017-07-01T17:35:00.000Z,2017-07-01T17:35:00.000Z,House,1430,100,Assault,2017,July,1,182,Saturday  ,17,2017,July,1,182,Saturday  ,17,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3849792,43.724556,107537
-79.375457800000021,43.7166214,107672,GO-20171175454,2017-07-01T08:00:00.000Z,2017-07-01T09:00:00.000Z,House,2120,200,B&E,2017,July,1,182,Saturday  ,9,2017,July,1,182,Saturday  ,8,Break and Enter,D53,56,Leaside-Bennington (56),-79.3754578,43.7166214,107676
-79.3838654,43.7217255,107978,GO-20171537538,2017-08-24T16:00:00.000Z,2017-08-25T10:15:00.000Z,House,2120,200,B&E,2017,August,25,237,Friday    ,10,2017,August,24,236,Thursday  ,16,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3838654,43.7217255,107978
-79.4031754,43.7239914,110411,GO-20171628932,2017-08-31T20:00:00.000Z,2017-09-08T16:29:00.000Z,Apartment,2120,220,B&E W'Intent,2017,September,8,251,Friday    ,16,2017,August,31,243,Thursday  ,20,Break and Enter,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,110264
-79.4002304,43.7154579,105625,GO-20161979144,2016-11-07T01:39:00.000Z,2016-11-07T10:27:00.000Z,Commercial,2120,200,B&E,2016,November,7,312,Monday    ,10,2016,November,7,312,Monday    ,1,Break and Enter,D53,103,Lawrence Park South (103),-79.4002304,43.7154579,105034
-79.4018402,43.72346120000001,96608,GO-2017549407,2017-03-28T09:00:00.000Z,2017-03-29T02:21:00.000Z,Apartment,2120,200,B&E,2017,March,29,88,Wednesday ,2,2017,March,28,87,Tuesday   ,9,Break and Enter,D53,103,Lawrence Park South (103),-79.4018402,43.7234612,96612
-79.4004822,43.71661,96384,GO-20171658326,2017-09-13T09:13:00.000Z,2017-09-13T09:13:00.000Z,Outside,1460,100,Assault Peace Officer,2017,September,13,256,Wednesday ,9,2017,September,13,256,Wednesday ,9,Assault,D53,103,Lawrence Park South (103),-79.4004822,43.71661,96886
-79.3943558,43.7237091,106652,GO-201737011,2017-01-07T02:59:00.000Z,2017-01-07T04:28:00.000Z,House,2120,200,B&E,2017,January,7,7,Saturday  ,4,2017,January,7,7,Saturday  ,2,Break and Enter,D53,103,Lawrence Park South (103),-79.3943558,43.7237091,106558
-79.4004822,43.71661,106819,GO-2017664538,2017-04-15T17:23:00.000Z,2017-04-15T17:23:00.000Z,Commercial,2120,220,B&E W'Intent,2017,April,15,105,Saturday  ,17,2017,April,15,105,Saturday  ,17,Break and Enter,D53,103,Lawrence Park South (103),-79.4004822,43.71661,106624
-79.4004822,43.71661,106514,GO-20162234895,2016-12-17T19:31:00.000Z,2016-12-17T19:31:00.000Z,Commercial,1420,100,Assault With Weapon,2016,December,17,352,Saturday  ,19,2016,December,17,352,Saturday  ,19,Assault,D53,103,Lawrence Park South (103),-79.4004822,43.71661,106717
-79.4006271,43.7172546,106552,GO-2017469124,2017-03-15T19:00:00.000Z,2017-03-16T06:41:00.000Z,Commercial,2120,200,B&E,2017,March,16,75,Thursday  ,6,2017,March,15,74,Wednesday ,19,Break and Enter,D53,103,Lawrence Park South (103),-79.4006271,43.7172546,106755
-79.375656100000015,43.7172012,109549,GO-20171895455,2017-10-19T15:38:00.000Z,2017-10-19T23:50:00.000Z,Apartment,2120,200,B&E,2017,October,19,292,Thursday  ,23,2017,October,19,292,Thursday  ,15,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3756561,43.7172012,109388
-79.4008484,43.718338,111179,GO-20163527,2016-01-01T08:00:00.000Z,2016-01-01T17:32:00.000Z,Apartment,1430,100,Assault,2016,January,1,1,Friday    ,17,2016,January,1,1,Friday    ,8,Assault,D53,103,Lawrence Park South (103),-79.4008484,43.718338,111452
-79.3849792,43.724556,111466,GO-2016465144,2016-03-18T00:40:00.000Z,2016-03-18T00:44:00.000Z,House,2120,220,B&E W'Intent,2016,March,18,78,Friday    ,0,2016,March,18,78,Friday    ,0,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3849792,43.724556,111625
-79.3623199,43.7140923,111321,GO-2016191782,2016-02-01T19:00:00.000Z,2016-02-01T19:11:00.000Z,Apartment,1430,100,Assault,2016,February,1,32,Monday    ,19,2016,February,1,32,Monday    ,19,Assault,D53,56,Leaside-Bennington (56),-79.3623199,43.7140923,111665
-79.379715,43.7196388,111358,GO-2016425371,2016-03-02T12:00:00.000Z,2016-03-11T12:51:00.000Z,House,2120,220,B&E W'Intent,2016,March,11,71,Friday    ,12,2016,March,2,62,Wednesday ,12,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.379715,43.7196388,111706
-79.3779831,43.7160759,111937,GO-2016343170,2016-02-27T01:40:00.000Z,2016-02-27T01:43:00.000Z,Apartment,1420,100,Assault With Weapon,2016,February,27,58,Saturday  ,1,2016,February,27,58,Saturday  ,1,Assault,D53,56,Leaside-Bennington (56),-79.3779831,43.7160759,111766
-79.3779831,43.7160759,111938,GO-2016343170,2016-02-27T01:40:00.000Z,2016-02-27T01:43:00.000Z,Apartment,1430,100,Assault,2016,February,27,58,Saturday  ,1,2016,February,27,58,Saturday  ,1,Assault,D53,56,Leaside-Bennington (56),-79.3779831,43.7160759,111767
-79.379493699999983,43.7237129,111699,GO-2016195324,2016-02-02T10:20:00.000Z,2016-02-02T11:27:00.000Z,House,2120,200,B&E,2016,February,2,33,Tuesday   ,11,2016,February,2,33,Tuesday   ,10,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3794937,43.7237129,111901
-79.4031754,43.7239914,117557,GO-20161868651,2016-10-20T19:30:00.000Z,2016-10-20T19:31:00.000Z,Apartment,1430,100,Assault,2016,October,20,294,Thursday  ,19,2016,October,20,294,Thursday  ,19,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,117728
-79.4031754,43.7239914,117229,GO-2017688475,2017-04-19T15:00:00.000Z,2017-04-19T17:16:00.000Z,Apartment,1430,100,Assault,2017,April,19,109,Wednesday ,17,2017,April,19,109,Wednesday ,15,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,117784
-79.376480099999981,43.7149277,117254,GO-20171001905,2017-06-06T09:37:00.000Z,2017-06-06T09:37:00.000Z,House,1460,100,Assault Peace Officer,2017,June,6,157,Tuesday   ,9,2017,June,6,157,Tuesday   ,9,Assault,D53,56,Leaside-Bennington (56),-79.3764801,43.7149277,117954
-79.3779831,43.7160759,115653,GO-20162146354,2016-12-03T17:00:00.000Z,2016-12-03T18:06:00.000Z,House,2120,200,B&E,2016,December,3,338,Saturday  ,18,2016,December,3,338,Saturday  ,17,Break and Enter,D53,56,Leaside-Bennington (56),-79.3779831,43.7160759,115334
-79.3810577,43.7205696,115025,GO-2016449761,2016-03-15T13:15:00.000Z,2016-03-15T15:48:00.000Z,House,2120,200,B&E,2016,March,15,75,Tuesday   ,15,2016,March,15,75,Tuesday   ,13,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3810577,43.7205696,115556
-79.387443499999989,43.7215919,115072,GO-20161966791,2016-11-04T18:00:00.000Z,2016-11-05T05:34:00.000Z,House,2120,200,B&E,2016,November,5,310,Saturday  ,5,2016,November,4,309,Friday    ,18,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3874435,43.7215919,115782
-79.400444,43.7163773,112945,GO-20162299205,2016-12-29T03:52:00.000Z,2016-12-29T06:30:00.000Z,Commercial,2120,200,B&E,2016,December,29,364,Thursday  ,6,2016,December,29,364,Thursday  ,3,Break and Enter,D53,99,Mount Pleasant East (99),-79.400444,43.7163773,112336
-79.4031754,43.7239914,119921,GO-2016991684,2016-05-14T13:40:00.000Z,2016-06-07T22:11:00.000Z,Apartment,1430,100,Assault,2016,June,7,159,Tuesday   ,22,2016,May,14,135,Saturday  ,13,Assault,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,119034
-79.4031754,43.7239914,119019,GO-2016316958,2016-02-21T18:30:00.000Z,2016-02-22T18:14:00.000Z,House,2120,200,B&E,2016,February,22,53,Monday    ,18,2016,February,21,52,Sunday    ,18,Break and Enter,D53,103,Lawrence Park South (103),-79.4031754,43.7239914,119499
-79.4035339,43.717807799999989,119452,GO-20171309076,2017-07-21T12:01:00.000Z,2017-07-21T12:01:00.000Z,Other,2120,210,Unlawfully In Dwelling-House,2017,July,21,202,Friday    ,12,2017,July,21,202,Friday    ,12,Break and Enter,D53,103,Lawrence Park South (103),-79.4035339,43.7178078,119821
-79.4018402,43.72346120000001,119368,GO-20171578458,2017-02-01T00:00:00.000Z,2017-08-31T16:56:00.000Z,Apartment,2120,200,B&E,2017,August,31,243,Thursday  ,16,2017,February,1,32,Wednesday ,0,Break and Enter,D53,103,Lawrence Park South (103),-79.4018402,43.7234612,119902
-79.4024048,43.7149925,119235,GO-20162313022,2016-12-31T12:00:00.000Z,2016-12-31T12:17:00.000Z,Apartment,1430,100,Assault,2016,December,31,366,Saturday  ,12,2016,December,31,366,Saturday  ,12,Assault,D53,103,Lawrence Park South (103),-79.4024048,43.7149925,119935
-79.3796234,43.7243309,116397,GO-20161286959,2016-07-22T01:30:00.000Z,2016-07-22T12:53:00.000Z,Apartment,1430,100,Assault,2016,July,22,204,Friday    ,12,2016,July,22,204,Friday    ,1,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3796234,43.7243309,116101
-79.3623199,43.7140923,116575,GO-20161595136,2016-09-08T12:37:00.000Z,2016-09-08T12:37:00.000Z,Apartment,1430,100,Assault,2016,September,8,252,Thursday  ,12,2016,September,8,252,Thursday  ,12,Assault,D53,56,Leaside-Bennington (56),-79.3623199,43.7140923,116187
-79.3953018,43.7248497,116613,GO-2017399249,2017-03-04T20:28:00.000Z,2017-03-04T21:14:00.000Z,House,2120,200,B&E,2017,March,4,63,Saturday  ,21,2017,March,4,63,Saturday  ,20,Break and Enter,D53,103,Lawrence Park South (103),-79.3953018,43.7248497,116242
-79.3953018,43.7248497,116635,GO-2017399157,2017-03-04T20:26:00.000Z,2017-03-04T20:34:00.000Z,House,2120,200,B&E,2017,March,4,63,Saturday  ,20,2017,March,4,63,Saturday  ,20,Break and Enter,D53,103,Lawrence Park South (103),-79.3953018,43.7248497,116265
-79.3779221,43.7217369,114858,GO-20161670194,2016-09-19T20:20:00.000Z,2016-09-19T20:54:00.000Z,Other,1430,100,Assault,2016,September,19,263,Monday    ,20,2016,September,19,263,Monday    ,20,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,114206
-79.3598251,43.7146072,114060,GO-20161917101,2016-10-28T13:55:00.000Z,2016-10-28T14:18:00.000Z,Commercial,1420,100,Assault With Weapon,2016,October,28,302,Friday    ,14,2016,October,28,302,Friday    ,13,Assault,D53,55,Thorncliffe Park (55),-79.3598251,43.7146072,114441
-79.3796234,43.7243309,100716,GO-20171254396,2017-07-13T10:00:00.000Z,2017-07-13T11:17:00.000Z,Commercial,2130,210,Theft Over,2017,July,13,194,Thursday  ,11,2017,July,13,194,Thursday  ,10,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3796234,43.7243309,100018
-79.3779221,43.7217369,100535,GO-20161839425,2016-10-16T07:07:00.000Z,2016-10-16T07:38:00.000Z,Other,1460,100,Assault Peace Officer,2016,October,16,290,Sunday    ,7,2016,October,16,290,Sunday    ,7,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,100146
-79.3779221,43.7217369,100570,GO-20171172478,2017-06-30T20:15:00.000Z,2017-06-30T22:28:00.000Z,Other,1430,100,Assault,2017,June,30,181,Friday    ,22,2017,June,30,181,Friday    ,20,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3779221,43.7217369,100181
